restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g274707-d7246385,Apetit Bar,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Ambrozova, 1862/13, Prague Czech Republic",50.08778,14.4725,Unclaimed,,,,"Bar, Pub",,,Dinner,"Bar, Pub",,,N,N,N,"{""Mon"": [""19:00-04:00""], ""Tue"": [""19:00-04:00""], ""Wed"": [""19:00-04:00""], ""Thu"": [""19:00-04:00""], ""Fri"": [""19:00-04:00""], ""Sat"": [""19:00-04:00""], ""Sun"": [""19:00-04:00""]}",7.0,63.0,7.0,,,,,,,,,,,,,,
g274707-d7246386,Andelska Cajovna,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Jecna, 515/26, Prague Czech Republic",50.07547,14.42175,Unclaimed,,#2970 of 4632 Restaurants in Prague,#3476 of 6176 places to eat in Prague,"Cheap Eats, Cafe",€,,"Lunch, Dinner",Cafe,,,N,N,N,"{""Mon"": [""14:00-01:00""], ""Tue"": [""14:00-01:00""], ""Wed"": [""14:00-01:00""], ""Thu"": [""14:00-01:00""], ""Fri"": [""14:00-01:00""], ""Sat"": [""14:00-01:00""], ""Sun"": [""14:00-01:00""]}",7.0,77.0,7.0,4.0,9.0,English,2.0,1.0,0.0,1.0,0.0,0.0,,4.0,3.5,,
g274707-d7246387,Balbinova Poeticka Hospudka,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Balbinova, 323/6, Prague Czech Republic",50.0767,14.43371,Unclaimed,,#3095 of 4632 Restaurants in Prague,#3610 of 6176 places to eat in Prague,Pub,,,"Dinner, Drinks",Pub,,,N,N,N,"{""Mon"": [""17:00-00:00""], ""Tue"": [""17:00-00:00""], ""Wed"": [""17:00-00:00""], ""Thu"": [""17:00-00:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""18:00-00:00""], ""Sun"": [""18:00-00:00""]}",7.0,47.0,7.0,3.5,12.0,English,3.0,0.0,2.0,0.0,0.0,1.0,,,,,
g274707-d7246388,Apetit,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Revoluchni 1634/12, Prague 11000 Czech Republic",50.090557,14.428081,Unclaimed,,#183 of 410 Coffee & Tea in Prague,#1723 of 6176 places to eat in Prague,"Cheap Eats, Dessert, Cafe",€,,"Breakfast, Brunch",Cafe,,"Takeout, Seating",N,N,N,,,,,4.0,31.0,English,11.0,2.0,7.0,0.0,0.0,2.0,4.5,4.0,4.5,,
g274707-d7246389,Bageterie Boulevard,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Thamova, 115/22, Prague Czech Republic",50.092945,14.452269,Claimed,,#1877 of 4632 Restaurants in Prague,#2246 of 6176 places to eat in Prague,"Cheap Eats, French, Fast food, Vegetarian Friendly",€,,"Brunch, Breakfast, Lunch, Dinner, Drinks","Fast food, French",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""07:00-22:00""], ""Tue"": [""07:00-22:00""], ""Wed"": [""07:00-22:00""], ""Thu"": [""07:00-22:00""], ""Fri"": [""07:00-22:00""], ""Sat"": [""09:00-19:00""], ""Sun"": [""09:00-19:00""]}",7.0,95.0,7.0,3.5,34.0,English,11.0,4.0,2.0,4.0,1.0,0.0,4.0,4.0,4.0,,
g274707-d7246390,Benzina,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Olsanska, 2643/1A, Prague Czech Republic",50.08308,14.4644,Unclaimed,,,,Fast food,,,,Fast food,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d7246391,ASIA RESTAURANT,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Petrzilkova 2706/30, Prague 15800 Czech Republic",50.051136,14.344357,Unclaimed,,#2061 of 4632 Restaurants in Prague,#2459 of 6176 places to eat in Prague,Mid-range,€€-€€€,,"Lunch, Dinner",,,Reservations,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,13.0,English,5.0,2.0,0.0,3.0,0.0,0.0,4.0,3.5,4.0,,
g274707-d7246392,Chong Fa Jiu Dian,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Nachodska, 706/85, Prague Czech Republic",50.11122,14.58988,Unclaimed,,#3473 of 4632 Restaurants in Prague,#4021 of 6176 places to eat in Prague,"Cheap Eats, Asian",€,,"Lunch, Dinner",Asian,,,N,N,N,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-23:00""]}",7.0,91.0,7.0,4.0,4.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g274707-d7246393,Cafe Bistro,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Spalena, 78/12, Prague Czech Republic",50.0787,14.41968,Unclaimed,,#3793 of 4632 Restaurants in Prague,#4360 of 6176 places to eat in Prague,Cafe,,,,Cafe,,,N,N,N,,,,,3.5,4.0,English,2.0,0.0,1.0,0.0,0.0,1.0,,,,,
g274707-d7246394,Chinese,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Gorazdova, 1970/10, Prague Czech Republic",50.07347,14.41525,Unclaimed,,#4267 of 4632 Restaurants in Prague,#4876 of 6176 places to eat in Prague,Chinese,,,,Chinese,,,N,N,N,,,,,2.0,1.0,English,1.0,0.0,0.0,0.0,1.0,0.0,,,,,
g274707-d7246395,Cajovna on Manesova,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Manesova, 1405/55, Prague Czech Republic",50.07952,14.43445,Unclaimed,,,,Cafe,,,,Cafe,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d7246396,Cerveny Trpaslik,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Gutova, 1240/17, Prague Czech Republic",50.06939,14.48684,Unclaimed,,#3534 of 4632 Restaurants in Prague,#4089 of 6176 places to eat in Prague,"European, Czech",,,,"European, Czech",,,N,N,N,,,,,3.5,5.0,All languages,5.0,1.0,2.0,1.0,0.0,1.0,,,,,
g274707-d7246398,Chinese Bistro,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Seifertova, 566/39, Prague Czech Republic",50.08502,14.44225,Unclaimed,,,,"Chinese, Fast food",,,,"Chinese, Fast food",,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d7246400,Doner Kebab,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Belehradska, 288/69, Prague Czech Republic",50.06482,14.44035,Unclaimed,,#2667 of 4632 Restaurants in Prague,#3148 of 6176 places to eat in Prague,"Cheap Eats, Fast food, Turkish",€,,"Lunch, Dinner","Fast food, Turkish",,,N,N,N,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": []}",6.0,70.0,6.0,4.0,7.0,English,3.0,0.0,2.0,1.0,0.0,0.0,4.5,4.0,4.5,,
g274707-d7246401,Express Kebab,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Ortenovo Namesti, 1213/28, Prague Czech Republic",50.10818,14.44665,Unclaimed,,#2632 of 4632 Restaurants in Prague,#3108 of 6176 places to eat in Prague,"Cheap Eats, Fast food, Turkish",€,,"Lunch, Dinner","Fast food, Turkish",,,N,N,N,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""11:00-00:00""], ""Sun"": []}",6.0,78.0,6.0,4.0,8.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g274707-d7246402,Doner Kebab,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Zitna, 1667/41, Prague Czech Republic",50.07736,14.42159,Unclaimed,,#2365 of 4632 Restaurants in Prague,#2813 of 6176 places to eat in Prague,"Cheap Eats, Fast food, Spanish, Turkish",€,,Dinner,"Turkish, Fast food, Spanish",,,N,N,N,,,,,4.0,13.0,English,7.0,3.0,2.0,0.0,1.0,1.0,,,,,
g274707-d7246403,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Belehradska, 654/102, Prague Czech Republic",50.07419,14.432784,Claimed,,#243 of 410 Coffee & Tea in Prague,#2310 of 6176 places to eat in Prague,"Mid-range, Cafe",€€-€€€,,,Cafe,,Takeout,N,N,N,"{""Mon"": [""07:00-19:00""], ""Tue"": [""07:00-19:00""], ""Wed"": [""07:00-19:00""], ""Thu"": [""07:00-19:00""], ""Fri"": [""07:00-19:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-20:00""]}",7.0,84.0,7.0,4.0,21.0,English,9.0,2.0,4.0,2.0,1.0,0.0,4.0,4.5,3.0,,
g274707-d7246404,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Veselska, 663, Prague Czech Republic",50.13505,14.50127,Claimed,,#396 of 410 Coffee & Tea in Prague,#5050 of 6176 places to eat in Prague,Cafe,,,,Cafe,,,N,N,N,"{""Mon"": [""09:00-21:00""], ""Tue"": [""09:00-21:00""], ""Wed"": [""09:00-21:00""], ""Thu"": [""09:00-21:00""], ""Fri"": [""09:00-21:00""], ""Sat"": [""09:30-21:00""], ""Sun"": [""09:30-21:00""]}",7.0,83.0,7.0,2.5,4.0,All languages,4.0,0.0,2.0,0.0,0.0,2.0,,,,,
g274707-d7246405,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Sokolovska, 394/17, Prague Czech Republic",50.09124,14.43846,Claimed,,#163 of 410 Coffee & Tea in Prague,#1542 of 6176 places to eat in Prague,"Mid-range, Cafe",€€-€€€,,"Breakfast, Brunch",Cafe,,"Seating, Takeout, Wheelchair Accessible",N,N,N,"{""Mon"": [""07:00-20:00""], ""Tue"": [""07:00-20:00""], ""Wed"": [""07:00-20:00""], ""Thu"": [""07:00-20:00""], ""Fri"": [""07:00-20:00""], ""Sat"": [""09:30-17:00""], ""Sun"": []}",6.0,72.5,6.0,4.0,38.0,English,17.0,7.0,6.0,4.0,0.0,0.0,3.5,3.5,3.5,,
g274707-d7246406,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vyskocilova, 1481/4, Prague Czech Republic",50.04812,14.45717,Claimed,,#344 of 410 Coffee & Tea in Prague,#3699 of 6176 places to eat in Prague,Cafe,,,,Cafe,,,N,N,N,"{""Mon"": [""07:30-18:00""], ""Tue"": [""07:30-18:00""], ""Wed"": [""07:30-18:00""], ""Thu"": [""07:30-18:00""], ""Fri"": [""07:30-18:00""], ""Sat"": [], ""Sun"": []}",5.0,52.5,5.0,4.0,4.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d7246407,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Narodni, 63/26, Prague Czech Republic",50.082123,14.419513,Claimed,Certificate of Excellence 2016,#193 of 410 Coffee & Tea in Prague,#1792 of 6176 places to eat in Prague,"Mid-range, Cafe",€€-€€€,,Breakfast,Cafe,,"Seating, Takeout, Wheelchair Accessible",N,N,N,"{""Mon"": [""06:30-20:00""], ""Tue"": [""06:30-20:00""], ""Wed"": [""06:30-20:00""], ""Thu"": [""06:30-20:00""], ""Fri"": [""06:30-20:00""], ""Sat"": [""07:00-21:00""], ""Sun"": [""08:00-21:00""]}",7.0,94.5,7.0,4.0,56.0,English,18.0,4.0,8.0,3.0,1.0,2.0,4.0,4.0,4.0,,
g274707-d7246408,Fabbricia,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"U Plynarny, 1432/64, Prague Czech Republic",50.0562,14.46046,Unclaimed,,,,Fast food,,,"Breakfast, Lunch, Dinner",Fast food,,,N,N,N,"{""Mon"": [""09:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""09:00-22:00""], ""Sat"": [""09:00-22:00""], ""Sun"": [""09:00-22:00""]}",7.0,91.0,7.0,,,,,,,,,,,,,,
g274707-d7246409,Fialova Cukrarna,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Budecska, 1168/40, Prague Czech Republic",50.07305,14.4422,Unclaimed,,#2065 of 4632 Restaurants in Prague,#2463 of 6176 places to eat in Prague,Mid-range,€€-€€€,,,,,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [""10:00-19:00""], ""Sun"": [""12:00-19:00""]}",2.0,16.0,2.0,4.5,8.0,English,3.0,3.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,,
g274707-d7246410,Gallery Zlata Ulicka U Daliborky,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Zlata Ulicka U Daliborky, 222/44, Prague Czech Republic",50.092236,14.404494,Unclaimed,,#401 of 410 Coffee & Tea in Prague,#5129 of 6176 places to eat in Prague,"Mid-range, Cafe, European, Portuguese",€€-€€€,,,"Cafe, European, Portuguese",,,N,N,N,,,,,2.5,23.0,English,5.0,0.0,0.0,1.0,2.0,2.0,2.5,2.5,2.5,,
g274707-d7246411,Hostinec U Tunelu,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Thamova, 396/1, Prague Czech Republic",50.09083,14.453189,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#977 of 4632 Restaurants in Prague,#1159 of 6176 places to eat in Prague,"Cheap Eats, Bar, Pub, Czech",€,,"Lunch, Dinner","Bar, Pub, Czech, Central European",,"Seating, Serves Alcohol, Reservations, Table Service",N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": []}",6.0,72.0,6.0,4.0,74.0,English,31.0,15.0,11.0,2.0,2.0,1.0,4.5,4.0,4.5,,
g274707-d7246413,Giuseppe,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Dejvicka, 316/15, Prague Czech Republic",50.09808,14.40479,Unclaimed,,#3036 of 4632 Restaurants in Prague,#3548 of 6176 places to eat in Prague,Italian,,,,Italian,,,N,N,N,,,,,4.5,3.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g274707-d7246414,Infinity,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Veselska, 663, Prague Czech Republic",50.13402,14.49937,Unclaimed,,#4081 of 4632 Restaurants in Prague,#4684 of 6176 places to eat in Prague,"Cafe, Seafood",,,,"Cafe, Seafood",,,N,N,N,,,,,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g274707-d7246415,Infinity,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Revnicka, 121/1, Prague Czech Republic",50.05592,14.28876,Unclaimed,,#3465 of 4632 Restaurants in Prague,#4013 of 6176 places to eat in Prague,"Cafe, Seafood",,,,"Cafe, Seafood",,,N,N,N,,,,,4.0,3.0,All languages,3.0,1.0,1.0,1.0,0.0,0.0,,,,,
g274707-d7246416,Go 4 Games,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Lodzska, 850/6, Prague Czech Republic",50.12856,14.4168,Unclaimed,,,,Cafe,,,"Breakfast, Lunch, Dinner",Cafe,,,N,N,N,"{""Mon"": [""07:00-22:00""], ""Tue"": [""07:00-22:00""], ""Wed"": [""07:00-22:00""], ""Thu"": [""07:00-22:00""], ""Fri"": [""07:00-22:00""], ""Sat"": [""07:00-22:00""], ""Sun"": [""07:00-22:00""]}",7.0,105.0,7.0,,,,,,,,,,,,,,
g274707-d7246418,Jana,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vypadova, 1034/22, Prague Czech Republic",49.98259,14.36346,Unclaimed,,,,Fast food,,,,Fast food,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d7246419,Jin Li Lai,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Francouzska, 377/40, Prague Czech Republic",50.07463,14.43756,Unclaimed,,#4220 of 4632 Restaurants in Prague,#4823 of 6176 places to eat in Prague,Chinese,,,"Lunch, Dinner",Chinese,,,N,N,N,"{""Mon"": [""10:30-22:00""], ""Tue"": [""10:30-22:00""], ""Wed"": [""10:30-22:00""], ""Thu"": [""10:30-22:00""], ""Fri"": [""10:30-22:00""], ""Sat"": [""10:30-22:00""], ""Sun"": [""10:30-22:00""]}",7.0,80.5,7.0,2.5,2.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g274707-d7246420,Kebab Atlas Montes,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Konevova, 958/69, Prague Czech Republic",50.08724,14.45364,Unclaimed,,#2787 of 4632 Restaurants in Prague,#3278 of 6176 places to eat in Prague,"Cheap Eats, Fast food, Turkish",€,,"Lunch, Dinner","Fast food, Turkish",,,N,N,N,"{""Mon"": [""10:00-22:30""], ""Tue"": [""10:00-22:30""], ""Wed"": [""10:00-22:30""], ""Thu"": [""10:00-22:30""], ""Fri"": [""10:00-00:30""], ""Sat"": [""11:00-00:30""], ""Sun"": [""11:00-22:30""]}",7.0,89.5,7.0,4.0,9.0,English,5.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,,
g274707-d7246421,Jin Tai,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Padesatem, 38, Prague Czech Republic",50.0643,14.50559,Unclaimed,,,,Asian,,,,Asian,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d7246422,Ju le Yuan,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Jungmannova, 745/26, Prague Czech Republic",50.081993,14.422335,Unclaimed,,#4406 of 4632 Restaurants in Prague,#5021 of 6176 places to eat in Prague,"Cheap Eats, Chinese, Asian",€,,,"Chinese, Asian",,,N,N,N,,,,,2.5,17.0,English,7.0,2.0,0.0,0.0,1.0,4.0,2.5,3.5,2.5,,
g274707-d7246423,Kebap Anatolie,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vinohradska, 124, Prague Czech Republic",50.07981,14.43199,Claimed,,#1777 of 4632 Restaurants in Prague,#2134 of 6176 places to eat in Prague,"Cheap Eats, Pizza, Fast food, Mediterranean",€,€2-€5,"Lunch, Dinner, Drinks","Fast food, Pizza, Mediterranean, Turkish, Healthy",,,N,N,N,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""11:00-20:30""], ""Sun"": []}",6.0,69.5,6.0,4.5,17.0,English,5.0,3.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g274707-d7246424,La Pause,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vladislavova, 1390/17, Prague Czech Republic",50.07939,14.42119,Unclaimed,,#3717 of 4632 Restaurants in Prague,#4280 of 6176 places to eat in Prague,Cafe,,,"Breakfast, Lunch",Cafe,,,N,N,N,"{""Mon"": [""08:00-16:00""], ""Tue"": [""08:00-16:00""], ""Wed"": [""08:00-16:00""], ""Thu"": [""08:00-16:00""], ""Fri"": [""10:00-17:00""], ""Sat"": [], ""Sun"": []}",5.0,39.0,5.0,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d7246425,Le Xin,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Stepanska, 650/23, Prague Czech Republic",50.077785,14.424945,Unclaimed,,#1753 of 4632 Restaurants in Prague,#2106 of 6176 places to eat in Prague,"Cheap Eats, Chinese, Vegetarian Friendly",€,,Dinner,Chinese,Vegetarian Friendly,,Y,N,N,,,,,4.0,20.0,English,11.0,5.0,4.0,1.0,0.0,1.0,,,,,
g274707-d7246426,L'Epoque,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Panska, 897/12, Prague Czech Republic",50.08509,14.42612,Unclaimed,,#2969 of 4632 Restaurants in Prague,#3475 of 6176 places to eat in Prague,French,,,,French,,,N,N,N,,,,,4.5,3.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g274707-d7246427,Li de,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Francouzska, 165/80, Prague Czech Republic",50.07463,14.43756,Unclaimed,,#4081 of 4632 Restaurants in Prague,#4683 of 6176 places to eat in Prague,Chinese,,,"Lunch, Dinner",Chinese,,,N,N,N,"{""Mon"": [""10:30-22:30""], ""Tue"": [""10:30-22:30""], ""Wed"": [""10:30-22:30""], ""Thu"": [""10:30-22:30""], ""Fri"": [""10:30-22:30""], ""Sat"": [""10:30-22:30""], ""Sun"": [""10:30-22:30""]}",7.0,84.0,7.0,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g274707-d7246428,Literarni,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Namesti Curieovych, 901/7, Prague Czech Republic",50.09196,14.41975,Unclaimed,,#3012 of 4632 Restaurants in Prague,#3522 of 6176 places to eat in Prague,"Mid-range, Cafe",€€-€€€,,,Cafe,,,N,N,N,,,,,4.0,4.0,English,3.0,1.0,1.0,1.0,0.0,0.0,,,,,
g274707-d7246429,Li de,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Bozdechova, 637/9, Prague Czech Republic",50.07045,14.40434,Unclaimed,,#3602 of 4632 Restaurants in Prague,#4161 of 6176 places to eat in Prague,Chinese,,,,Chinese,,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d7246431,Loco Cafe,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Veselska, 663, Prague Czech Republic",50.13505,14.50127,Unclaimed,,,,Cafe,,,,Cafe,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d7246432,Cajovna Na Ceste,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Katerinska, 495/4, Prague Czech Republic",50.07256,14.42354,Unclaimed,,#3155 of 4632 Restaurants in Prague,#3676 of 6176 places to eat in Prague,Cafe,,,"Lunch, Dinner",Cafe,,,N,N,N,"{""Mon"": [""12:30-00:00""], ""Tue"": [""12:30-00:00""], ""Wed"": [""12:30-00:00""], ""Thu"": [""12:30-00:00""], ""Fri"": [""12:30-00:00""], ""Sat"": [""14:00-00:00""], ""Sun"": [""14:00-00:00""]}",7.0,77.5,7.0,5.0,2.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d7246433,McDonald's,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vaclavske Namesti, 812/59, Prague Czech Republic",50.0838,14.42348,Unclaimed,,#4375 of 4632 Restaurants in Prague,#4989 of 6176 places to eat in Prague,"Cheap Eats, Fast food",€,,,Fast food,,,N,N,N,,,,,3.0,13.0,English,4.0,0.0,0.0,3.0,1.0,0.0,3.5,3.0,3.0,,
g274707-d7246434,Lola,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Sokolovska, 901/238, Prague Czech Republic",50.09124,14.43846,Unclaimed,,,,,,,"Breakfast, Lunch, Dinner",,,,N,N,N,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""17:00-20:00""], ""Sun"": [""17:00-20:00""]}",7.0,61.0,7.0,,,,,,,,,,,,,,
g274707-d7246435,Noodle Time,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Veletrzni, 379/46, Prague Czech Republic",50.10271,14.4357,Unclaimed,,#3177 of 4632 Restaurants in Prague,#3702 of 6176 places to eat in Prague,"Fast food, Asian",,,,"Fast food, Asian",,,N,N,N,,,,,3.5,7.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
